status2016,cprnr,optag_aar,ADGGRU,kvotient,geobag,Aldop,NAVN,postnr,geoinst,institution,campus,kon,type_optag,ramme_retning_optag,ramme_2016,studienaevn2016,orlov2016,MAT,Niveau_MAT,oprindelse_MAT,DAN,Niveau_DAN,oprindelse_DAN,ENG,NIveau_ENG,oprindelse_ENG,staa,efter_adgeksamen,ECTS,Frafalden,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),8.3,Øst for Storebæl,22,,2100,Øst for Storebælt,Ingrid Jespersens Gymnasieskole,Kbh.,Kvinder,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,11,B,indtastet,7,A,portal,7,A,portal,1,3 år,60,FALSE,,,,,
Afbrudt,,2015,Ny student (påb. 2005 -),7.1,Øst for Storebæl,20,,2000,Mangler skole,Institution ikke oplyst,Kbh.,Mænd,bachelor,Medialogi,,,,7,B,indtastet,,,,7,A,indtastet,0,1 år,0,TRUE,,,,,
Indskrevet,,2015,HHX,7,Øst for Storebæl,20,,2450,Øst for Storebælt,Campus Bornholm,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,7,A,portal,6.25,A,portal,5,A,portal,0.92,1 år,55,FALSE,,,,,
Afbrudt,,2015,HTX,9.9,Nordjyll.,19,,9000,Østjylland,"Tradium, Tekniske erhvervsudd. og Teknisk Gymnasiu",Aalborg,Kvinder,bachelor,Medialogi,,,,10,B,indtastet,8,A,indtastet,6.25,B,indtastet,0.5,0 år,30,TRUE,,,,,
Indskrevet,,2015,HTX,11.6,Øst for Storebæl,19,,4000,Øst for Storebælt,Roskilde Tekniske Skole,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,11.33333333,B,portal,7.75,A,portal,10,A,portal,1,0 år,60,FALSE,,,,,
Indskrevet,,2015,"Dispensat, Andet",7.7,Nordjyll.,20,,9000,Østjylland,Silkeborg Gymnasium,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,9,A,portal,6,A,portal,9,A,portal,1,0 år,60,FALSE,,,,,
Indskrevet,,2015,Udenlandsk adg.grundlag,5.6,Øst for Storebæl,22,,04023,Ikke Danmark,Institution ikke oplyst,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,12,B,indtastet,,,,12,B,indtastet,0.08,1 år,5,FALSE,,,,,
Indskrevet,,2015,HF,7.5,Nordjyll.,23,,9400,Nordjylland,VUC&hf Nordjylland,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,8.5,B,portal,10,A,portal,8.5,A,portal,1,0 år,60,FALSE,,,,,
Afbrudt,,2015,Udenlandsk adg.grundlag,,Ikke oplyst,23,,1150-299,Ikke Danmark,Institution ikke angivet,Aalborg,Mænd,bachelor,Medialogi,,,,,,,,,,,,,0.33,0 år,20,TRUE,,,,,
Indskrevet,,2015,HTX,8.2,Øst for Storebæl,21,,4700,Øst for Storebælt,CELF - Center for erhv.rettede udd. Lolland-Falste,Kbh.,Kvinder,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,5.5,A,portal,7.75,A,portal,5,B,portal,1,1 år,60,FALSE,,,,,
Afbrudt,,2015,HF,6.8,Øst for Storebæl,20,,3300,Øst for Storebælt,HF & VUC Nordsjælland,Kbh.,Kvinder,bachelor,Medialogi,,,,5.5,B,portal,8.5,A,portal,5.5,A,portal,0.42,1 år,25,TRUE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),3.9,Øst for Storebæl,24,,1553,Fyn og øer,Svendborg Gymnasium og HF,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,9.5,B,portal,5,A,portal,5,A,portal,0.92,4 år,55,FALSE,,,,,
Indskrevet,,2015,Udenlandsk adg.grundlag,7.6,Ikke oplyst,24,,061672,Ikke Danmark,Institution ikke oplyst,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,4.5,B,indtastet,,,,12,B,indtastet,0.08,> 4 år,5,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),9.8,Øst for Storebæl,20,,4900,Øst for Storebælt,Nakskov Gymnasium og HF,Kbh.,Kvinder,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,7,A,portal,9,A,portal,11.33333333,B,portal,1,1 år,60,FALSE,,,,,
Indskrevet,,2015,Udenlandsk adg.grundlag,8.2,Øst for Storebæl,23,,1107,Ikke Danmark,Institution ikke oplyst,Kbh.,Kvinder,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,12,B,indtastet,,,,12,B,indtastet,1,3 år,60,FALSE,,,,,
Indskrevet,,2015,HTX,9.2,Nordjyll.,21,,9220,Sønderjylland,EUC Syd,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,2,B,portal,7,A,portal,9,A,portal,1,1 år,60,FALSE,,,,,
Afbrudt,,2015,Ny student (påb. 2005 -),6.5,Nordjyll.,20,,9210,Østjylland,Skanderborg Gymnasium,Aalborg,Mænd,bachelor,Medialogi,,,,6,B,portal,4.25,A,portal,3.333333333,A,portal,0.08,0 år,5,TRUE,,,,,
Indskrevet,,2015,HTX,9.1,Øst for Storebæl,22,,2630,Øst for Storebælt,Københavns Tekniske Skole,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,9,A,portal,9.75,A,portal,9.666666667,A,portal,1,1 år,60,FALSE,,,,,
Afbrudt,,2015,Matematisk student,6.6,Fyn + Øer,29,,5000,Fyn og øer,Sct. Knuds Gymnasium,Kbh.,Mænd,bachelor,Medialogi,,,,7.6,A,portal,6.25,A,portal,8.5,A,portal,0,> 4 år,0,TRUE,,,,,
Indskrevet,,2015,HF,7,Øst for Storebæl,25,,2860,Øst for Storebælt,Gentofte HF,Kbh.,Kvinder,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,1,7,B,portal,7,A,portal,8.5,B,portal,0.75,4 år,45,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),8.2,Øst for Storebæl,20,,2840,Øst for Storebælt,Nærum Gymnasium,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,5.5,A,portal,5.5,A,portal,10.33333333,A,portal,1,1 år,60,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),8.1,Øst for Storebæl,22,,2300,Midt-Vestjylland,Thisted Gymnasium og HF-Kursus,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,8,B,portal,8,A,portal,8,A,portal,1,3 år,60,FALSE,,,,,
Indskrevet,,2015,HTX,7,Nordjyll.,20,,9510,Nordjylland,Tech College Aalborg,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,6,A,portal,5,A,portal,5,A,portal,0.83,0 år,50,FALSE,,,,,
Afbrudt(Fak skift),,2015,HTX,5.4,Ikke oplyst,36,,-,Midt-Vestjylland,Herning Tekniske Skole,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Sociologi,Sociologi,0,4.5,B,indtastet,9.5,A,indtastet,7.5,A,indtastet,0.83,> 4 år,50,TRUE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),5.5,Øst for Storebæl,24,,2800,Fyn og øer,Faaborg Gymnasium,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,2,B,portal,3.666666667,A,portal,6.5,A,portal,0.83,4 år,50,FALSE,,,,,
Indskrevet,,2015,HTX,6.6,Øst for Storebæl,21,,2791,Øst for Storebælt,Københavns Tekniske Skole,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,5.666666667,B,indtastet,,,,2.666666667,B,indtastet,0.92,0 år,55,FALSE,,,,,
Indskrevet,,2015,HTX,8.4,Nordjyll.,19,,9800,Nordjylland,EUC Nord,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,7.75,A,portal,8.5,A,portal,10.33333333,A,portal,1,0 år,60,FALSE,,,,,
Indskrevet,,2015,HTX,11.3,Nordjyll.,21,,9000,Nordjylland,EUC Nord,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,7.75,A,portal,6.666666667,A,portal,9,A,portal,1,1 år,60,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),7.6,Øst for Storebæl,20,,2200,Øst for Storebælt,Nørre Gymnasium,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,5,B,portal,8.666666667,A,portal,5,A,portal,1,2 år,60,FALSE,,,,,
Afbrudt,,2015,Ny student (påb. 2005 -),6.4,Midtjyll.,21,,8920,Østjylland,Randers Statsskole,Aalborg,Mænd,bachelor,Medialogi,,,,3.5,A,portal,6,A,portal,10.66666667,A,portal,0.92,1 år,55,TRUE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),6.6,Øst for Storebæl,21,,3520,Øst for Storebælt,Birkerød Gymnasium HF IB & Kostskole,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,4,B,portal,5.25,A,portal,7.666666667,A,portal,1,2 år,60,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),5.7,Nordjyll.,23,,9000,Øst for Storebælt,Næstved Gymnasium og HF,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,3,B,portal,2.666666667,A,portal,7,A,portal,1,3 år,60,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),7.7,Fyn + Øer,21,,5800,Øst for Storebælt,Slagelse Gymnasium,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,6,B,portal,5,A,portal,8,A,portal,1,2 år,60,FALSE,,,,,
Indskrevet,,2015,Udenlandsk adg.grundlag,7.4,Ikke oplyst,22,,66-400,Ikke Danmark,Institution ikke oplyst,Kbh.,Kvinder,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,4.5,B,indtastet,,,,,,,0.92,3 år,55,FALSE,,,,,
Afbrudt,,2015,Ny student (påb. 2005 -),5.9,Nordjyll.,22,,9700,Nordjylland,Brønderslev Gymnasium og HF,Aalborg,Mænd,bachelor,Medialogi,,,,5.666666667,B,portal,4.75,A,portal,6,A,portal,0.83,1 år,50,TRUE,,,,,
Indskrevet,,2015,HTX,6.7,Nordjyll.,23,,9000,Nordjylland,Tech College Aalborg,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,6,A,portal,7,A,portal,8.5,A,portal,0.92,4 år,55,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),7,Nordjyll.,22,,9000,Øst for Storebælt,Øregård Gymnasium,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,5,B,portal,7,A,portal,6,A,portal,0.83,2 år,50,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),6.3,Øst for Storebæl,24,,2300,Øst for Storebælt,Egedal Gymnasium & HF,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,4.333333333,B,portal,8.5,A,portal,10,A,portal,0.75,2 år,45,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),9.8,Nordjyll.,21,,9460,Nordjylland,Fjerritslev Gymnasium,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,7,A,portal,9,A,portal,10,B,portal,1,1 år,60,FALSE,,,,,
Indskrevet,,2015,HF,11.3,Øst for Storebæl,26,,2000,Øst for Storebælt,Frederiksborg Gymnasium og HF,Kbh.,Kvinder,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,12,B,indtastet,11,A,portal,12,B,portal,1,> 4 år,60,FALSE,,,,,
Indskrevet,,2015,HTX,8.7,Nordjyll.,20,,9400,Nordjylland,Tech College Aalborg,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,5,A,portal,4.75,A,portal,8,A,portal,0.92,0 år,55,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),8.2,Øst for Storebæl,20,,2980,Øst for Storebælt,Rungsted Gymnasium,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,5.5,B,portal,6.333333333,A,portal,6,B,portal,1,1 år,60,FALSE,,,,,
Indskrevet,,2015,Udenlandsk adg.grundlag,13,Ikke oplyst,19,,093 01,Ikke Danmark,Institution ikke oplyst,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,12,B,indtastet,,,,12,B,indtastet,1,0 år,60,FALSE,,,,,
Indskrevet,,2015,HF,8.6,Nordjyll.,24,,9000,Nordjylland,VUC&hf Nordjylland,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,5.5,B,portal,7,A,portal,12,B,portal,0.92,0 år,55,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),8.5,Øst for Storebæl,22,,4000,Øst for Storebælt,Solrød Gymnasium,Kbh.,Kvinder,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,7.75,B,portal,7,A,portal,8,A,portal,1,3 år,60,FALSE,,,,,
Afbrudt(Fak skift),,2015,HHX,7.2,Nordjyll.,20,,9220,Sønderjylland,Varde Handelsskole og Handelsgymnasium,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Erhvervsjura,Erhvervsjura,0,2.666666667,B,portal,4.333333333,A,portal,9,A,portal,0.42,0 år,25,TRUE,,,,,
Indskrevet,,2015,Udenlandsk adg.grundlag,5.8,Nordjyll.,26,,9154,Ikke Danmark,Institution ikke angivet,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,4,B,indtastet,,,,,,,0.75,> 4 år,45,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),9,Øst for Storebæl,21,,1754,Øst for Storebælt,Gammel Hellerup Gymnasium,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,7,B,portal,9,A,portal,8,A,portal,1,2 år,60,FALSE,,,,,
Indskrevet,,2015,HHX,4.5,Nordjyll.,24,,9881,Nordjylland,EUC Nord,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,3,B,portal,5.5,A,portal,10,A,portal,1,3 år,60,FALSE,,,,,
Indskrevet,,2015,HF,6.9,Øst for Storebæl,21,,4200,Øst for Storebælt,VUC Vestsjælland Syd,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,3,B,portal,8,A,portal,11,A,portal,0.92,1 år,55,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),5.2,Nordjyll.,19,,9000,Øst for Storebælt,Marie Kruses Skole,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,4.333333333,B,portal,4.333333333,A,portal,2.666666667,A,portal,0.75,0 år,45,FALSE,,,,,
Indskrevet,,2015,Udenlandsk adg.grundlag,6.7,Øst for Storebæl,26,,2660,Ikke Danmark,Institution ikke oplyst,Kbh.,Kvinder,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,7,B,indtastet,,,,7,B,indtastet,0.5,> 4 år,30,FALSE,,,,,
Indskrevet,,2015,HTX,5,Nordjyll.,21,,9220,Nordjylland,EUC Nordvest,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,7,A,portal,2.666666667,A,portal,4.75,A,portal,0.92,2 år,55,FALSE,,,,,
Afbrudt(Fak skift),,2015,Ny student (påb. 2005 -),6.5,Nordjyll.,19,,9000,Nordjylland,Hasseris Gymnasium,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse (BA) Oplevelsesteknologi,Art and Technology,0,7,B,indtastet,,,,7,B,indtastet,0.83,0 år,50,TRUE,,,,,
Indskrevet,,2015,Udenlandsk adg.grundlag,10.4,Ikke oplyst,20,,410009,Ikke Danmark,Institution ikke oplyst,Aalborg,Kvinder,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,9.5,A,indtastet,,,,12,B,indtastet,1,1 år,60,FALSE,,,,,
Afbrudt,,2015,Ny student (påb. 2005 -),10.8,Midtjyll.,20,,8381,Østjylland,Langkær Gymnasium og HF,Aalborg,Mænd,bachelor,Medialogi,,,,12,A,portal,9,A,portal,9,B,portal,0.08,1 år,5,TRUE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),6.4,Nordjyll.,23,,9220,Sønderjylland,Sønderborg Statsskole,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,8,B,portal,6,A,portal,10.5,A,portal,0.92,4 år,55,FALSE,,,,,
Indskrevet,,2015,Udenlandsk adg.grundlag,10,Sydjyl.til Århus,19,,06104,Ikke Danmark,Institution ikke oplyst,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,3,B,indtastet,,,,11,B,indtastet,1,0 år,60,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),9.8,Nordjyll.,22,,9280,Sønderjylland,Alssundgymnasiet Sønderborg,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,10.66666667,B,portal,8,A,portal,9,A,portal,1,1 år,60,FALSE,,,,,
Indskrevet,,2015,Sproglig student,10.4,Nordjyll.,20,,9000,Mangler skole,Institution ikke oplyst,Aalborg,Kvinder,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,7.333333333,B,indtastet,,,,10,B,indtastet,0.92,1 år,55,FALSE,,,,,
Indskrevet,,2015,Udenlandsk adg.grundlag,6.3,Midtjyll.,24,,8700,Ikke Danmark,Institution ikke angivet,Kbh.,Kvinder,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,7,B,indtastet,,,,,,,1,> 4 år,60,FALSE,,,,,
Indskrevet,,2015,Udenlandsk adg.grundlag,7.3,Øst for Storebæl,19,,1618,Ikke Danmark,Institution ikke angivet,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,4,B,indtastet,,,,,,,0.08,0 år,5,FALSE,,,,,
Afbrudt,,2015,Ny student (påb. 2005 -),8.6,Øst for Storebæl,22,,4000,Øst for Storebælt,Roskilde Katedralskole,Kbh.,Mænd,bachelor,Medialogi,,,,6,B,portal,8,A,portal,9,A,portal,0,2 år,0,TRUE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),6.9,Øst for Storebæl,21,,2720,Øst for Storebælt,Nørre Gymnasium,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,6,A,portal,4,A,portal,7,B,portal,1,1 år,60,FALSE,,,,,
Afbrudt,,2015,Ny student (påb. 2005 -),6.8,Øst for Storebæl,23,,2100,Øst for Storebælt,Roskilde Katedralskole,Kbh.,Mænd,bachelor,Medialogi,,,,9.5,B,portal,4,A,portal,5,A,portal,0.08,3 år,5,TRUE,,,,,
